lance,dv,desc,amount,newt,balance,usd,erate,memo,category,subcat,fragment,who
2024-01-08,2024-01-08,DO PT02117362 Colegio Rainha CRDLO84187,-185.00,D,1291.85,0,0,,,,,
2024-01-08,2024-01-08,COMPRA 0885 E LECLERC CALDAS DA CAL CONTACTLESS,-233.60,D,1058.25,0,0,,,,,
2024-01-09,2024-01-09,"DO PT73101243 MEO, SA 42473235217",-34.99,D,1023.26,0,0,,,,,
2024-01-09,2024-01-09,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-14.40,D,1008.86,0,0,,,,,
2024-01-09,2024-01-09,LEV ATM 0885 193 Caldas Rainha CTT -R Eng Dua,-150.00,D,858.86,0,0,,,,,
2024-01-10,2024-01-10,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-15.60,D,843.26,0,0,,,,,
2024-01-10,2024-01-10,COMPRA 0885 CARREGAMENTOS VODAFOLISBOA,-27.00,D,816.26,0,0,,,,,
2024-01-10,2024-01-10,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-30.00,D,786.26,0,0,,,,,
2024-01-11,2024-01-11,COMPRA 0885 ORTENTE21 SOCIEDADE LIS CONTACTLESS,-10.05,D,776.21,0,0,,,,,
2024-01-11,2024-01-11,COMPRA 0885 MERCADONA CALDAS DA RAI CONTACTLESS,-5.80,D,770.41,0,0,,,,,
2024-01-12,2024-01-12,DO PT61111450 CTT - AGUA/GAS 05216908821,-27.60,D,742.81,0,0,,,,,
2024-01-12,2024-01-12,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-12.60,D,730.21,0,0,,,,,
2024-01-12,2024-01-12,TRF MB way P/ *****2707,-7.50,D,722.71,0,0,,,,,
2024-01-12,2024-01-12,TRF. P/O Transferwise,1448.89,P,2171.6,0,0,,,,,
2024-01-12,2024-01-12,LEV ATM 0885 193 Caldas Rainha CTT -R Eng Dua,-150.00,D,2021.6,0,0,,,,,
2024-01-15,2024-01-15,COMPRA 0885 HOSP CUF TORRES VEDRAS,-116.50,D,1905.1,0,0,,,,,
2024-01-15,2024-01-15,Lev ATM 0885 193 Caldas Rainha CTT -R Eng Dua,-100.00,D,1805.1,0,0,,,,,
2024-01-16,2024-01-16,COMPRA 0885 TVDRIVE LDA TORRES VEDR CONTACTLESS,-11.60,D,1793.5,0,0,,,,,
2024-01-16,2024-01-16,COMPRA 0885 LIDL AGRADECE TORRES VE CONTACTLESS,-29.42,D,1764.08,0,0,,,,,
2024-01-16,2024-01-16,COMPRA 0885 DECATHLON T VEDRAS TORR CONTACTLESS,-103.49,D,1660.59,0,0,,,,,
2024-01-16,2024-01-16,COMPRA 0885 DECATHLON PORTUGAL Amadora LisboPT,-66.00,D,1594.59,0,0,,,,,
2024-01-16,2024-01-16,TRF MB WAY P/ *****3133,-130.00,D,1464.59,0,0,,,,,
2024-01-16,2024-01-16,TRF. P/O Transferwise,911.84,P,2376.43,0,0,,,,,
2024-01-17,2024-01-17,COMPRA 0885 MERCADONA CALDAS DA RAI CONTACTLESS,-22.19,D,2354.24,0,0,,,,,
2024-01-17,2024-01-17,cComIssao TRE MBWAY  APP MB WAY,-0.26,D,2353.98,0,0,,,,,
2024-01-17,2024-01-17,IMPOSTO DO SELO,-0.01,D,2353.97,0,0,,,,,
2024-01-17,2024-01-17,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-30.00,D,2323.97,0,0,,,,,
2024-01-17,2024-01-17,COMPRA 0885 BBL C RAINHA CALDAS DA RAINHA,-13.50,D,2310.47,0,0,,,,,
2024-01-18,2024-01-02,RECTIFICACAO VISA,99.31,C,2409.78,0,0,,,,,
2024-01-18,2024-01-18,ANUL CUSTO DE SERVICO INTERNACIONAL,2.98,C,2412.76,0,0,,,,,
2024-01-18,2024-01-18,ANULACAO DE IMPOSTO SELO,0.12,C,2412.88,0,0,,,,,
2024-01-19,2024-01-19,DD OCIDENTAL AUTOMVEL AU83469628 002546635093AN,-33.56,D,2379.32,0,0,,,,,
2024-01-19,2024-01-19,DOPT77114654 FF CALDAS 007952090100207,-18.50,D,2360.82,0,0,,,,,
2024-01-19,2024-01-19,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-11.60,D,2349.22,0,0,,,,,
2024-01-19,2024-01-19,COMPRA 0885 MINIPRECO CALDAS DA RAI CONTACTLESS,-7.90,D,2341.32,0,0,,,,,
2024-01-22,2024-01-22,COMPRA 0885 BBL C RAINHA CALDAS DA RAINHA,-27.00,D,2314.32,0,0,,,,,
2024-01-22,2024-01-22,LEV ATM 0885 193 Caldas Rainha CTT -R Eng Dua,-150.00,D,2164.32,0,0,,,,,
2024-01-23,2024-01-23,Compra 0885 E LECLERC CALDAS DA CAL CONTACTLESS,-19.28,D,2145.04,0,0,,,,,
2024-01-24,2024-01-24,COMPRA 0885 PINGO DOCE CALDAS CALDA CONTACTLESS,-79.60,D,2065.44,0,0,,,,,
2024-01-24,2024-01-24,COMPRA 0885 CHILOREN S WORLD 2500-825 C. RAINHA,-30.00,D,2035.44,0,0,,,,,
2024-01-25,2024-01-25,LEV ATM 6519 BCP Caldas Rainha Pc da Republic,-150.00,D,1885.44,0,0,,,,,
2024-01-25,2024-01-25,"COMPRA 6519 LIDL AGRADECE DEUS, N . CONTACTLESS",-78.27,D,1807.17,0,0,,,,,
2024-01-26,2024-01-26,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-13.90,D,1793.27,0,0,,,,,
2024-01-26,2024-01-26,VISS745 COMPRA 745uUSD,-99.31,D,1693.96,0,0,,,,,
2024-01-26,2024-01-26,CUSTO DE SERVICO INTERNACIONAL,-2.98,D,1690.98,0,0,,,,,
2024-01-26,2024-01-26,IMPOSTO DO SELO,-0.12,D,1690.86,0,0,,,,,
2024-01-26,2024-01-26,COMPRA 6519 EST SERVICO REPSOL £1185 2560 TORRE,-75.70,D,1615.16,0,0,,,,,
2024-01-26,2024-01-26,B8CP4228651DISPONIBILIZACAO CARTAO DEBITO 42286,-23.00,D,1592.16,0,0,,,,,
2024-01-26,2024-01-26,IMPOSTO DO SELO,-0.92,D,1591.24,0,0,,,,,
2024-01-26,2024-01-26,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-14.90,D,1576.34,0,0,,,,,
2024-01-29,2024-01-29,COMPRA 6519 CHILDREN S WORLD 2500-825 C. RAINHA,-17.00,D,1559.34,0,0,,,,,
2024-01-29,2024-01-29,COMPRA 0885 MINIPRECO CALDAS DA RAI CONTACTLESS,-51.39,D,1507.95,0,0,,,,,
2024-01-29,2024-01-29,COMPRA 6519 ALDI CALDAS RAINHA CALD CONTACTLESS,-68.29,D,1439.66,0,0,,,,,
2024-01-29,2024-01-29,COMPRA 6519 PINGO DOCE CALDAS CALDA CONTACTLESS,-67.34,D,1372.32,0,0,,,,,
2024-01-30,2024-01-30,TRF MB way P/ *****9181,-15.00,D,1357.32,0,0,,,,,
2024-01-31,2024-01-31,TRF P/ Christopher Jennings,-48.00,D,1309.32,0,0,,,,,
2024-01-31,2024-01-31,TRF. P/O Transferwise,1376.18,P,2685.5,0,0,,,,,
2024-02-01,2024-02-01,DO OCIDENTAL SAUDE 0178637755 00254458645FEV,-236.42,D,2449.08,0,0,,,,,
2024-02-01,2024-02-01,DOPT77114654 FF CALDAS 007952090100207,-25.90,D,2423.18,0,0,,,,,
2024-02-01,2024-02-01,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-14.40,D,2408.78,0,0,,,,,
2024-02-01,2024-02-01,COMPRA 6519 E LECLERC CALDAS DA CAL CONTACTLESS,-74.99,D,2333.79,0,0,,,,,
2024-02-01,2024-02-01,TRF MB WAY P/ *****9181,-15.00,D,2318.79,0,0,,,,,
2024-02-01,2024-02-01,PAG BXVAL- 6519 VIAVERDE,-10.30,D,2308.49,0,0,,,,,
2024-02-02,2024-02-02,odo PT90103750 Balance Health 00001712568,-44.90,D,2263.59,0,0,,,,,
2024-02-02,2024-02-02,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-15.40,D,2248.19,0,0,,,,,
2024-02-02,2024-02-02,COMPRA 0885 ADRIANO L COSTA LDA TEL CONTACTLESS,-27.16,D,2221.03,0,0,,,,,
2024-02-02,2024-02-02,TRF P/ Cidade Logica LDA,-550.00,D,1671.03,0,0,,,,,
2024-02-02,2024-02-02,COMPRA 6519 TASCA DO TIN TIN ALFEIZ CONTACTLESS,-42.50,D,1628.53,0,0,,,,,
2024-02-05,2024-02-05,COMPRA 6519 CHILDREN S WORLD 2500-825 C. RAINHA,-17.00,D,1611.53,0,0,,,,,
2024-02-05,2024-02-05,COMPRA 0885 PINGO DOCE CALDAS RACAL CONTACTLESS,-73.55,D,1537.98,0,0,,,,,
2024-02-05,2024-02-05,LEV ATM 0885 BCP Caldas Rainha Pingo Doce -He,-100.00,D,1437.98,0,0,,,,,
2024-02-05,2024-02-05,COMPRA 6519 PINGO DOCE CALDAS RACAL CONTACTLESS,-2.39,D,1435.59,0,0,,,,,
2024-02-05,2024-02-05,COM.MAN.CONTA PACOTE PROGRAMA PRESTIGE 012024,-15.00,D,1420.59,0,0,,,,,
2024-02-05,2024-02-05,IMPOSTO SELO ART 17.3.4,-0.60,D,1419.99,0,0,,,,,
2024-02-06,2024-02-06,PAG BXVAL- 6519 VIAVERDE,-2.65,D,1417.34,0,0,,,,,
2024-02-07,2024-02-07,"DOD PT73101243 MEO, SA 42473235217",-34.99,D,1382.35,0,0,,,,,
2024-02-07,2024-02-07,COMPRA 6519 ALIEXPRESS.COM Luxembourg LU,-458.24,D,924.11,0,0,,,,,
2024-02-07,2024-02-07,COMPRA 6519 GOLDPET CALDAS RAINHCON CONTACTLESS,-22.61,D,901.5,0,0,,,,,
2024-02-07,2024-02-07,TRF MB WAY P/ *****3133,-150.00,D,751.5,0,0,,,,,
2024-02-08,2024-02-08,oD PT02117362 Colegio Rainha CRDLO84187,-100.00,D,651.5,0,0,,,,,
2024-02-08,2024-02-08,bo PT02117362 Colegio Rainha CRDLO84314,-135.00,D,516.5,0,0,,,,,
2024-02-08,2024-02-08,DO PT61111450 cTT - AGUA/GAS 05216908821,-30.12,D,486.38,0,0,,,,,
2024-02-08,2024-02-08,COMISSAO TRF MBWAY  APP MB WAY,-0.30,D,486.08,0,0,,,,,
2024-02-08,2024-02-08,IMPOSTO DO SELO,-0.01,D,486.07,0,0,,,,,
2024-02-08,2024-02-08,COMPRA 6519 PINGO DOCE CALDAS RACAL CONTACTLESS,-52.85,D,433.22,0,0,,,,,
2024-02-08,2024-02-08,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-49.50,D,383.72,0,0,,,,,
2024-02-08,2024-02-08,COMPRA 0885 MINIPRECO CALDAS DA RAI CONTACTLESS,-6.59,D,377.13,0,0,,,,,
2024-02-08,2024-02-08,COMPRA 6519 CONTINENTE CAL RAINH250 CONTACTLESS,-4.88,D,372.25,0,0,,,,,
2024-02-08,2024-02-08,COMPRA 6519 WELLS OPTICA 2500-136-C CONTACTLESS,-9.99,D,362.26,0,0,,,,,
2024-02-09,2024-02-09,COMPRA 0885 FARMACIA MALDONADO 2500-253 CLD RAI,-16.10,D,346.16,0,0,,,,,
2024-02-09,2024-02-09,COMPRA 6519 BOWLING CALDAS 2500-282 C RAINHA,-15.00,D,331.16,0,0,,,,,
2024-02-12,2024-02-12,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-17.00,D,314.16,0,0,,,,,
2024-02-12,2024-02-10,TRF. P/O Transferwise,1105.18,P,1419.34,0,0,,,,,
2024-02-12,2024-02-12,COMPRA 0885 CASA DA RAINHA CALDAS D CONTACTLESS,-22.85,D,1396.49,0,0,,,,,
2024-02-12,2024-02-12,LEV ATM 0885 BCP CALDAS RAINHA C Com Caldas Vv,-100.00,D,1296.49,0,0,,,,,
2024-02-12,2024-02-12,LEV ATM 6519 BTA Caldas Rainha Pingo Doce -R,-150.00,D,1146.49,0,0,,,,,
2024-02-12,2024-02-12,COMPRA 6519 PINGO DOCE CALDAS RACAL CONTACTLESS,-47.33,D,1099.16,0,0,,,,,
2024-02-13,2024-02-13,COMPRA 0885 HTTPS HIPAY.COM LEVALLOIS-PERRET,-19.96,D,1079.2,0,0,,,,,
2024-02-14,2024-02-14,COMPRA 6519 ALDI CALDAS RAINHA CALD CONTACTLESS,-41.88,D,1037.32,0,0,,,,,
2024-02-14,2024-02-14,TRF MB WAY P/ *****8823,-50.00,D,987.32,0,0,,,,,
2024-02-15,2024-02-15,COMISSAO TRF MBWAY  APP MB WAY,-0.10,D,987.22,0,0,,,,,
2024-02-15,2024-02-15,COMPRA 6519 EST SERVICO BP CALDAS DA RAINHA CAL,-70.03,D,917.19,0,0,,,,,
2024-02-15,2024-02-15,COMPRA 6519 PINGO DOCE CALDAS CALDA CONTACTLESS,-53.77,D,863.42,0,0,,,,,
2024-02-15,2024-02-15,COMPRA 6519 PINGO DOCE CALDAS CALDA CONTACTLESS,-6.28,D,857.14,0,0,,,,,
2024-02-15,2024-02-15,PAG BXVAL- 6519 VIAVERDE,-7.70,D,849.44,0,0,,,,,
2024-02-16,2024-02-16,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-19.40,D,830.04,0,0,,,,,
2024-02-16,2024-02-16,COMPRA 0885 GOOD MART CALDAS DA RAINHA,-55.70,D,774.34,0,0,,,,,
2024-02-16,2024-02-16,"COMPRA 6519 LIOL AGRADECE DEUS, N . CONTACTLESS",-28.83,D,745.51,0,0,,,,,
2024-02-19,2024-02-19,COMPRA 6519 WESTBIKE CLD RAINHA CALDAS RAINHA,-250.00,D,495.51,0,0,,,,,
2024-02-19,2024-02-19,COMPRA 0885 PINGO DOCE CALDAS RACAL CONTACTLESS,-50.23,D,445.28,0,0,,,,,
2024-02-19,2024-02-19,DD OCIDENTAL AUTOMVEL AU83469628 00254663509FEV,-34.86,D,410.42,0,0,,,,,
2024-02-19,2024-02-19,COMPRA 6519 E LECLERC CALDAS DA CAL CONTACTLESS,-93.99,D,316.43,0,0,,,,,
2024-02-19,2024-02-19,TRF. P/O Transferwise,2307.45,P,2623.88,0,0,,,,,
2024-02-19,2024-02-19,COMPRA 0885 MINIPRECO CALDAS DA RAT CONTACTLESS,-16.50,D,2607.38,0,0,,,,,
2024-02-20,2024-02-20,"COMPRA 0885 ALTICE PAY, S.A LISBOA",-34.00,D,2573.38,0,0,,,,,
2024-02-20,2024-02-20,TRF MB WAY P/ *****9181,-15.00,D,2558.38,0,0,,,,,
2024-02-20,2024-02-20,COMPRA 0885 HOSP CUF DESCOBERTASLIS CONTACTLESS,-34.00,D,2524.38,0,0,,,,,
2024-02-21,2024-02-21,"COMPRA 6519 LIDL AGRADECE DEUS, N . CONTACTLESS",-54.64,D,2469.74,0,0,,,,,
2024-02-21,2024-02-21,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-30.00,D,2439.74,0,0,,,,,
2024-02-22,2024-02-22,COMPRA 0885 ORIENTE21 SOCIEDADE LIS CONTACTLESS,-16.00,D,2423.74,0,0,,,,,
2024-02-22,2024-02-22,COMPRA 0885 OCEANARIO DE LISBOA LIS CONTACTLESS,-24.97,D,2398.77,0,0,,,,,
2024-02-22,2024-02-22,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-40.50,D,2358.27,0,0,,,,,
2024-02-22,2024-02-22,PAG BXVAL- 6519 VIAVERDE,-30.95,D,2327.32,0,0,,,,,
2024-02-23,2024-02-23,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-14.40,D,2312.92,0,0,,,,,
2024-02-23,2024-02-23,COMPRA 6519 ALDI CALDAS RAINHA CALD CONTACTLESS,-26.47,D,2286.45,0,0,,,,,
2024-02-23,2024-02-23,LEV ATM 6519 193 Caldas Rainha CTT -R Eng Dua,-150.00,D,2136.45,0,0,,,,,
2024-02-26,2024-02-26,COMPRA 6519 PINGO DOCE CALDAS RACAL CONTACTLESS,-44.02,D,2092.43,0,0,,,,,
2024-02-26,2024-02-26,COMPRA 0885 BOWLING CALDAS 2500-282 C RAINHA,-40.00,D,2052.43,0,0,,,,,
2024-02-26,2024-02-26,COMPRA 6519 PINGO DOCE CALDAS CALDA CONTACTLESS,-66.58,D,1985.85,0,0,,,,,
2024-02-26,2024-02-26,COMPRA 6519 ALDI CALDAS RAINHA CALD CONTACTLESS,-25.63,D,1960.22,0,0,,,,,
2024-02-27,2024-02-27,COMPRA 6519 VODAFONE PRE PAGOS LISBOA PT,-25.00,D,1927.72,0,0,,,,,
2024-02-27,2024-02-27,TRE MB WAY P/ *****9181,-15.00,D,1912.72,0,0,,,,,
2024-02-28,2024-02-28,COMPRA 0885 GOOD MART CALDAS DA RAINHA,-17.90,D,1894.82,0,0,,,,,
2024-02-29,2024-02-29,PAG SERV 21921/103896326 EUPAGO INSTITUICAO PAG,-10.00,D,1884.82,0,0,,,,,
2024-02-29,2024-02-29,COMPRA 0885 PINGO DOCE CALDAS RACAL CONTACTLESS,-52.03,D,1832.79,0,0,,,,,
2024-02-29,2024-02-29,COMPRA 0885 CARREGAMENTOS VODAFOLISBOA,-27.00,D,1805.79,0,0,,,,,
2024-02-29,2024-01-04,OPDE DEVOLUCAO DE COMISSAO MBWAY,-0.82,D,1806.61,0,0,,,,,
2024-03-01,2024-03-01,DO OCIDENTAL SAUDE 0178637755 00254458645MAR,-236.42,D,1570.19,0,0,,,,,
2024-03-01,2024-03-01,DOPT77114654 FF CALDAS 007952090100207,-25.90,D,1544.29,0,0,,,,,
2024-03-01,2024-03-01,0D PT90103750 Balance Health 00001712568,-44.90,D,1499.39,0,0,,,,,
2024-03-01,2024-03-01,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-15.60,D,1483.79,0,0,,,,,
2024-03-01,2024-03-01,TRF MB WAY P/ *****4493,-45.00,D,1438.79,0,0,,,,,
2024-03-01,2024-03-01,"COMPRA 6519 LIDL AGRADECE DEUS, N . CONTACTLESS",-70.91,D,1367.88,0,0,,,,,
2024-03-01,2024-03-01,COMPRA 6519 FARMACIA MALDONADO 2500-253 C DA RA,-8.50,D,1359.38,0,0,,,,,
2024-03-01,2024-03-01,TRF P/ Cidade Logica LDA,-611.93,D,747.45,0,0,,,,,
2024-03-01,2024-03-01,COMPRA 6519 Vodafone.pt Lisboa PT,-25.00,D,722.45,0,0,,,,,
2024-03-01,2024-03-01,COoMISSAO TRF MBWAY  APP MB WAY,-0.09,D,722.36,0,0,,,,,
2024-03-01,2024-03-01,PAG BXVAL- 6519 VIAVERDE,-10.00,D,712.36,0,0,,,,,
2024-03-04,2024-03-04,COMPRA 6519 CHILDREN S WORLD 2500-825 C. RAINHA,-17.00,D,695.36,0,0,,,,,
2024-03-04,2024-03-04,COMPRA 6519 MINIPRECO CALDAS DA RAI CONTACTLESS,-18.21,D,677.15,0,0,,,,,
2024-03-04,2024-03-04,COMPRA 6519 MATA BICHO 2400-217 LEI CONTACTLESS,-60.75,D,616.4,0,0,,,,,
2024-03-04,2024-03-04,COMPRA 0885 ALDI CALDAS RAINHA CALDAS DA RAINHA,-4.98,D,611.42,0,0,,,,,
2024-03-04,2024-03-04,LEV ATM 0885 MG CALDAS DA RAT Aldi Caldas da,-100.00,D,511.42,0,0,,,,,
2024-03-04,2024-03-04,COMPRA 6519 LIDL AGRADECE CALDAS DA CONTACTLESS,-40.53,D,470.89,0,0,,,,,
2024-03-05,2024-03-05,PAG COMP 11098/600096790 HOSPITAL CUF TORRES VE,-59.20,D,411.69,0,0,,,,,
2024-03-05,2024-03-04,TRF. P/O Transferwise,2745.81,P,3157.5,0,0,,,,,
2024-03-05,2024-03-05,COMPRA 0885 PINGO DOCE CALDAS RA CA CONTACTLESS,-15.16,D,3142.34,0,0,,,,,
2024-03-05,2024-03-05,COMPRA 6519 CLINIMED 2510-115 OBIDO CONTACTLESS,-105.00,D,3037.34,0,0,,,,,
2024-03-05,2024-03-05,COM.MAN.CONTA PACOTE PROGRAMA PRESTIGE 022024,-15.00,D,3022.34,0,0,,,,,
2024-03-05,2024-03-05,IMPOSTO SELO ART 17.3.4,-0.60,D,3021.74,0,0,,,,,
2024-03-06,2024-03-06,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-17.70,D,3004.04,0,0,,,,,
2024-03-06,2024-03-06,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-30.00,D,2974.04,0,0,,,,,
2024-03-06,2024-03-06,PAG BxVAL- 6519 VIAVERDE,-6.30,D,2967.74,0,0,,,,,
2024-03-07,2024-03-07,"DD PT73101243 MEO, SA 42473235217",-34.99,D,2932.75,0,0,,,,,
2024-03-07,2024-03-07,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-11.40,D,2921.35,0,0,,,,,
2024-03-07,2024-03-07,COMPRA 0885 CHILDREN S WORLD 2500-825 C. RAINHA,-65.50,D,2855.85,0,0,,,,,
2024-03-07,2024-03-07,TRF MB WAY P/ *****4493,-45.00,D,2810.85,0,0,,,,,
2024-03-07,2024-03-07,TRF MB WAY P/ *****9181,-15.00,D,2795.85,0,0,,,,,
2024-03-08,2024-03-08,DO PT02117362 Colegio Rainha CRDLO84314,-190.00,D,2605.85,0,0,,,,,
2024-03-08,2024-03-08,DO PT02117362 Colegio Rainha CRDLO84187,-210.00,D,2395.85,0,0,,,,,
2024-03-08,2024-03-08,COMISSAO TRF MBWAY  APP MB WAY,-0.09,D,2395.76,0,0,,,,,
2024-03-08,2024-03-08,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-11.00,D,2384.76,0,0,,,,,
2024-03-08,2024-03-08,COMPRA 0885 PINGO DOCE CALDAS CALDA CONTACTLESS,-23.38,D,2361.38,0,0,,,,,
2024-03-08,2024-03-08,LEV ATM 0885 BTA Caldas Rainha Pingo Doce -R,-100.00,D,2261.38,0,0,,,,,
2024-03-08,2024-03-08,COMPRA 6519 GOLDPET CALDAS RAINHCON CONTACTLESS,-33.62,D,2227.76,0,0,,,,,
2024-03-11,2024-03-11,PAG SERV 46827/086126624 TRANSPORTES AEREOS POR,-510.96,D,1716.8,0,0,,,,,
2024-03-11,2024-03-11,COMPRA 6519 CHILDREN S WORLD 2500-825 C. RAINHA,-17.00,D,1699.8,0,0,,,,,
2024-03-11,2024-03-11,COMPRA 0885 LIU YUANYUAN 2500-201 C RAINHA,-35.15,D,1664.65,0,0,,,,,
2024-03-11,2024-03-11,COMPRA 0885 PINGO DOCE CALDAS RACAL CONTACTLESS,-57.12,D,1607.53,0,0,,,,,
2024-03-11,2024-03-11,COMPRA 6519 ALDI CALDAS RAINHA CALD CONTACTLESS,-37.15,D,1533.8,0,0,,,,,
2024-03-11,2024-03-11,COMPRA 0885 REPSOL £1090 CALDAS RAI CONTACTLESS,-45.00,D,1488.8,0,0,,,,,
2024-03-12,2024-03-12,TRF MB way P/ *****9181,-15.00,D,1473.8,0,0,,,,,
2024-03-12,2024-03-12,COMPRA 6519 CLINIMED 2510-115 OBIDO CONTACTLESS,-50.00,D,1423.8,0,0,,,,,
2024-03-12,2024-03-12,COMPRA 6519 CORREIA ROSA LDA CALDAS CONTACTLESS,-18.74,D,1405.06,0,0,,,,,
2024-03-13,2024-03-13,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-11.50,D,1393.56,0,0,,,,,
2024-03-14,2024-03-14,COMPRA 0885 MCDONALDS 2 CALDAS DA R CONTACTLESS,-11.75,D,1381.81,0,0,,,,,
2024-03-14,2024-03-14,COMPRA 6519 CONTINENTE BOM DIA CALD CONTACTLESS,-6.27,D,1375.54,0,0,,,,,
2024-03-14,2024-03-14,MEDIS-PAG SERVICOS 2024031310103938,17.15,C,1392.69,0,0,,,,,
2024-03-15,2024-03-15,COMPRA 0885 PINGO DOCE CALDAS RA CA CONTACTLESS,-9.58,D,1383.11,0,0,,,,,
2024-03-15,2024-03-15,Lev Atm 6519 BCP Caldas Rainha Pc da Republic,-150.00,D,1233.11,0,0,,,,,
